"Fruits: Retail Prices of Agricultural Commodities by Geolocation, Commodity, Year and Period"

"Geolocation","Commodity","2020 January","2020 February","2020 March","2020 April","2020 May","2020 June","2020 July","2020 August","2020 September","2020 October","2020 November","2020 December","2021 January","2021 February","2021 March","2021 April","2021 May","2021 June","2021 July","2021 August","2021 September","2021 October","2021 November","2021 December","2022 January","2022 February","2022 March","2022 April","2022 May","2022 June","2022 July","2022 August","2022 September","2022 October","2022 November","2022 December","2023 January","2023 February","2023 March","2023 April","2023 May","2023 June","2023 July","2023 August","2023 September","2023 October","2023 November","2023 December","2024 January","2024 February","2024 March","2024 April","2024 May","2024 June","2024 July","2024 August","2024 September","2024 October","2024 November","2024 December"
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, MANGO, CEBU, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, MANGO, INDIAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, MANGO, KALABAW, RIPE, MEDIUM, 1 KG",119.66,117.62,116.22,120.78,116.10,109.19,108.46,112.14,113.89,116.27,113.76,117.66,143.27,128.60,120.55,122.23,121.58,117.23,115.85,118.18,114.68,114.48,114.78,124.68,136.68,138.78,132.38,121.40,112.68,124.05,137.63,143.78,149.90,143.10,152.00,149.30,144.05,149.98,142.88,147.45,141.03,130.85,122.75,139.15,146.40,150.75,149.95,149.80,152.25,145.75,147.85,143.20,139.85,129.78,132.15,146.70,175.25,203.63,170.30,175.60
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, MANGO, NATIVE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, MANGO, NATIVE, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, MANGO, PIKO, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, MANGO, RIPE, MEDIUM, 1 KG",134.11,139.73,142.96,138.02,132.61,131.42,132.15,120.21,110.16,108.56,108.30,106.79,134.87,122.32,123.59,125.58,118.37,119.09,119.28,123.98,123.98,118.88,123.13,141.04,155.21,151.38,133.07,135.79,137.67,139.84,144.75,146.00,151.67,150.42,155.84,147.92,149.17,155.38,157.71,149.34,157.34,148.21,135.59,135.34,150.42,161.59,162.34,154.42,156.88,158.54,153.34,156.92,158.69,157.50,151.15,154.07,158.75,181.46,165.00,178.54
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",39.14,39.43,40.58,41.10,44.17,41.61,40.57,45.02,42.85,43.24,43.61,43.73,46.63,48.40,47.78,45.75,44.04,44.73,49.52,50.60,52.38,50.87,49.22,52.03,52.70,53.12,55.43,50.03,51.17,54.66,53.24,49.94,48.68,50.08,52.94,56.24,52.64,54.76,55.01,52.69,53.23,54.30,56.05,58.18,56.08,58.00,56.96,55.52,57.95,57.83,60.33,59.21,56.65,57.31,58.48,59.01,57.11,59.89,61.96,63.33
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, PINEAPPLE, PINYA, FORMOSA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, PINEAPPLE, PINYA, HAWAIIAN, MEDIUM, 1 KG",49.47,49.47,51.43,49.47,52.07,57.28,55.98,73.56,72.26,67.70,58.59,54.68,54.68,54.68,57.28,59.88,59.23,59.23,63.13,63.13,61.88,59.38,62.50,62.50,61.25,60.50,61.75,57.38,56.25,62.50,71.25,73.75,75.00,77.50,87.50,88.75,73.13,77.50,95.63,86.88,90.63,74.38,80.63,73.75,78.75,78.75,85.63,85.63,93.75,93.75,93.75,89.38,87.50,77.50,67.50,63.13,62.50,61.88,53.75,50.63
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, PINEAPPLE, PINYA, MEDIUM, 1 KG",41.89,42.10,47.00,42.15,53.96,53.15,48.76,49.73,49.73,50.94,49.51,55.71,62.36,62.44,57.13,54.12,53.71,59.32,59.17,59.17,59.38,56.60,60.92,64.28,61.11,63.93,64.84,66.80,63.66,66.78,63.78,62.09,60.71,64.82,67.60,72.39,68.42,64.44,66.99,65.53,64.67,64.57,69.46,69.78,71.60,69.52,76.31,74.77,76.22,72.99,73.54,75.77,73.27,73.65,74.44,75.83,74.31,72.78,72.99,78.68
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, GRAPES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, GRAPES, SEEDLESS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, GRAPES, WITH SEEDS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, GUYABANO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, JACKFRUIT, LANGKA, 1 KG",78.75,77.50,102.50,100.00,100.00,100.00,97.50,95.00,93.75,96.25,95.00,91.25,87.50,86.88,72.50,66.25,65.00,67.50,58.75,58.75,57.50,55.63,51.25,55.63,58.13,61.88,59.38,51.88,56.88,61.25,58.13,55.63,47.50,44.38,41.25,45.00,42.50,42.50,41.88,41.88,43.75,45.00,47.50,45.00,50.00,55.00,55.00,55.00,55.00,57.50,56.25,56.25,56.25,55.00,55.00,57.50,57.50,56.25,55.00,57.50
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, LANZONES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, RAMBUTAN, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, POMELO, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, ORANGE, DALANDAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, ORANGE, SINTONES, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, MANDARIN, DALANGHITA, MEDIUM, 1 KG",50.13,50.13,50.13,51.42,96.41,105.41,105.41,118.27,122.13,105.42,89.99,82.28,76.50,75.02,74.11,70.33,67.88,65.31,67.50,67.50,71.25,63.13,55.00,57.50,53.75,57.50,57.50,63.75,63.75,63.75,61.25,61.25,51.25,50.00,47.50,46.25,56.25,52.50,60.00,88.75,91.25,81.25,86.25,78.75,91.25,80.00,92.50,87.50,95.00,96.25,100.00,100.00,102.50,105.00,102.50,105.00,106.25,92.50,95.00,97.50
"..REGION VIII (EASTERN VISAYAS)","CALAMANSI, LOOSE, 1 KG",69.72,77.04,86.32,81.92,81.92,80.77,83.70,81.75,79.31,78.82,76.38,77.35,81.26,83.21,89.83,95.63,93.19,92.21,87.50,88.75,85.00,84.38,83.13,83.25,90.63,93.13,98.54,103.63,105.63,100.00,101.88,93.50,99.50,104.63,108.25,107.50,110.63,112.50,110.00,117.50,136.88,119.07,108.00,102.44,103.44,93.13,98.75,100.00,99.00,91.38,91.25,100.63,106.57,119.88,103.94,96.13,98.00,96.50,97.38,93.00
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, APPLE, RED DELICIOUS, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, CANTALOUPE, MELON, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION VIII (EASTERN VISAYAS)","FRESH FRUIT, WATERMELON, PAKWAN, MEDIUM, 1 KG",34.89,34.89,35.68,45.52,45.20,43.62,42.03,45.20,46.50,44.41,44.41,44.41,51.35,54.83,58.99,60.38,57.61,57.61,57.61,57.44,54.75,56.25,55.73,55.50,56.36,58.36,58.96,54.79,56.04,62.50,63.96,61.04,59.00,62.29,63.13,61.40,58.53,57.15,60.73,60.94,62.17,62.48,62.57,61.88,63.54,63.96,63.96,60.17,60.36,64.67,62.00,61.40,60.48,59.65,59.78,61.03,61.46,61.42,63.59,66.38
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, AVOCADO, 1 KG",101.86,105.54,95.11,85.90,73.63,61.36,60.13,59.52,66.02,93.02,97.93,93.02,101.61,99.40,92.04,69.95,54.98,52.16,67.50,71.25,69.17,69.17,70.83,71.67,70.83,70.83,74.17,65.00,67.50,70.83,87.50,94.17,100.83,100.83,100.00,100.00,186.67,176.67,91.67,83.33,56.67,58.33,65.00,86.67,108.33,132.50,155.00,138.33,151.67,145.00,128.33,121.67,95.00,91.67,83.33,93.33,113.33,110.00,106.67,106.67
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, BANANA, CARDAVA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, BANANA, LAKATAN, MEDIUM, 1 KG",45.00,44.48,47.13,48.05,54.74,61.22,59.92,59.65,59.98,57.44,57.05,54.48,51.37,49.14,51.72,51.95,50.67,48.81,46.74,45.11,49.72,48.39,48.92,50.56,54.43,52.14,51.74,50.39,51.43,51.95,52.63,52.57,52.52,53.13,52.60,52.43,57.35,58.54,59.27,58.23,56.20,56.77,57.24,60.73,61.15,61.46,64.64,64.06,66.35,65.00,65.38,68.09,67.79,71.63,69.94,73.65,74.27,74.69,75.68,75.98
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, BANANA, LATUNDAN, MEDIUM, 1 KG",27.10,26.19,26.16,27.04,27.73,31.58,28.57,28.24,27.30,27.52,26.85,27.20,27.65,27.53,27.02,28.61,29.51,28.14,26.60,26.32,26.78,27.14,28.29,28.76,30.69,28.61,29.16,28.61,28.78,30.28,31.28,31.00,30.72,31.39,29.72,30.42,31.11,31.61,32.11,32.11,31.83,31.83,32.11,32.39,32.67,33.78,33.50,32.84,35.55,35.58,36.86,37.61,40.83,41.25,42.36,44.33,43.72,45.94,45.83,46.39
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, BANANA, SABA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, GUAVA, BAYABAS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, MANGO, CEBU, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, MANGO, INDIAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, MANGO, KALABAW, RIPE, MEDIUM, 1 KG",150.68,127.65,127.34,127.40,108.66,75.61,71.17,69.89,101.63,113.14,129.19,128.40,161.05,150.28,134.41,149.01,125.62,115.19,113.28,115.44,117.30,118.01,116.45,129.99,129.11,130.25,128.25,120.67,116.30,136.20,135.42,136.53,137.65,136.04,138.33,135.73,150.73,151.98,146.36,150.21,144.79,137.19,129.33,133.23,142.71,154.12,153.49,150.99,155.42,147.40,152.90,150.06,134.85,120.20,117.93,130.10,144.52,169.11,162.27,159.66
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, MANGO, NATIVE, MEDIUM, 1 KG",41.70,36.05,40.29,40.29,38.16,38.16,38.87,38.16,36.34,36.34,36.34,28.27,46.03,38.77,33.92,33.92,35.54,42.00,42.00,39.17,35.83,35.83,35.83,37.50,39.17,39.17,37.50,39.17,38.33,40.00,39.17,40.83,39.17,40.83,39.17,56.67,58.33,58.33,56.67,56.67,56.67,53.33,56.67,56.67,56.67,51.67,55.00,50.00,50.00,53.33,58.33,61.67,61.67,60.00,40.83,42.50,44.17,50.83,50.83,49.17
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, MANGO, NATIVE, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, MANGO, PIKO, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, MANGO, RIPE, MEDIUM, 1 KG",130.22,122.59,122.87,118.07,102.19,65.94,56.37,61.78,95.78,113.23,131.45,123.06,163.80,145.96,130.86,155.08,119.36,105.51,106.04,111.88,114.58,116.25,113.75,111.25,116.88,114.38,111.04,101.88,102.71,113.96,132.71,133.75,127.29,130.42,127.92,126.25,130.84,137.50,125.00,128.34,120.84,107.09,98.34,99.38,108.54,113.54,113.54,110.63,128.42,125.79,130.84,128.29,105.75,99.29,92.04,99.13,121.61,138.59,135.32,148.96
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",33.84,35.49,35.23,35.75,36.60,33.45,34.55,35.14,35.98,36.30,39.09,38.70,38.14,37.04,36.13,35.61,36.49,34.60,35.93,35.93,36.47,36.47,36.27,35.16,36.60,33.96,34.17,35.07,36.32,37.35,37.35,36.81,37.43,38.35,37.43,38.27,37.99,38.61,39.03,39.65,41.18,41.81,42.63,43.96,46.04,47.29,47.50,47.36,47.58,48.10,46.72,46.71,48.00,47.14,48.17,50.35,50.49,52.25,51.50,52.79
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, PINEAPPLE, PINYA, FORMOSA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, PINEAPPLE, PINYA, HAWAIIAN, MEDIUM, 1 KG",37.96,36.52,37.62,40.20,41.04,40.16,37.62,37.31,37.91,39.24,38.78,38.78,39.20,37.16,38.08,38.33,39.00,37.75,37.67,39.05,42.22,42.50,43.33,42.50,46.39,45.83,47.75,46.78,46.11,46.67,46.80,46.31,46.94,51.58,51.92,51.81,51.32,51.74,52.36,52.78,52.50,51.46,49.72,49.03,51.03,51.58,51.94,52.92,52.81,51.93,51.50,54.17,54.19,55.00,53.03,53.19,53.92,56.00,57.78,58.14
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, PINEAPPLE, PINYA, MEDIUM, 1 KG",49.32,49.63,50.25,50.25,49.63,49.63,49.94,49.32,49.94,49.94,50.25,49.63,50.88,50.25,50.25,50.25,49.63,50.25,49.00,49.00,50.25,50.25,50.00,51.25,54.38,54.38,54.07,53.75,53.75,54.07,52.71,52.71,53.34,55.21,57.09,55.53,42.40,48.65,49.17,57.29,63.34,60.63,60.63,58.44,58.44,61.15,60.84,61.63,61.63,62.50,61.38,62.13,63.42,64.79,65.50,66.75,65.50,65.59,66.84,66.92
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, GRAPES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, GRAPES, SEEDLESS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, GRAPES, WITH SEEDS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, GUYABANO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, JACKFRUIT, LANGKA, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, LANZONES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, RAMBUTAN, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, POMELO, MEDIUM, 1 KG",49.77,51.21,46.88,46.88,46.88,47.60,47.60,47.60,46.16,46.16,44.00,44.00,44.00,43.75,41.25,45.00,45.00,45.63,45.63,45.63,45.63,45.63,45.63,46.25,43.75,43.75,58.75,47.50,48.13,46.88,47.50,47.50,47.50,47.50,50.00,41.88,37.50,35.63,36.88,39.38,36.88,35.00,35.00,37.50,37.50,35.00,35.00,35.00,35.00,36.25,40.00,41.88,38.13,38.13,38.13,45.63,45.63,44.38,50.63,48.75
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, ORANGE, DALANDAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, ORANGE, SINTONES, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IX (ZAMBOANGA PENINSULA)","FRESH FRUIT, MANDARIN, DALANGHITA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IX (ZAMBOANGA PENINSULA)","CALAMANSI, LOOSE, 1 KG",49.52,48.65,46.60,58.24,60.03,55.93,56.56,52.75,46.60,49.91,57.67,51.11,53.33,53.70,56.17,50.98,55.04,53.28,46.20,48.33,50.83,52.78,56.18,62.92,60.06,62.47,63.40,66.28,62.93,60.39,62.93,64.11,69.81,65.19,64.38,65.28,63.07,62.25,58.63,61.68,69.47,67.72,61.32,57.33,58.02,53.00,54.89,53.71,54.11,54.86,53.47,52.13,57.93,58.33,58.96,59.11,56.28,54.24,55.45,51.97
